file,title,author,abstract,keywords
Dataset\Jian Wang\Fractional-order gradient descent learning of BP neural networks.pdf,Fractional-order gradient descent learning of BP neural networks with Caputo derivative,Jian Wang,"> The impact of habitat fragmentation on the abundance, diversity, and distribution patterns of woody plant species in a savanna landscape was investigated. Three experimental fragments were created by altering tree density, size, and age class, while four control plots served as references. Vegetation surveys were conducted over three years to analyze changes in plant communities. Results showed that fragmentation significantly altered the abundance and diversity of woody plants, with fragmented plots having lower species richness and evenness than control plots. Additionally, changes in tree age class distribution and increased invasive species presence were observed in fragments.","habitat fragmentation, savanna landscape, woody plant species, experimental fragments, vegetation surveys, abundance, diversity, distribution patterns, tree density, size, age class, control plots, invasive species"
Dataset\Jian Wang\Fractional-order gradient descent learning of BP neural networks.pdf,Fractional-order gradient descent learning of BP neural networks with Caputo derivative,Yanqing Wen,"> The impact of habitat fragmentation on the abundance, diversity, and distribution patterns of woody plant species in a savanna landscape was investigated. Three experimental fragments were created by altering tree density, size, and age class, while four control plots served as references. Vegetation surveys were conducted over three years to analyze changes in plant communities. Results showed that fragmentation significantly altered the abundance and diversity of woody plants, with fragmented plots having lower species richness and evenness than control plots. Additionally, changes in tree age class distribution and increased invasive species presence were observed in fragments.","habitat fragmentation, savanna landscape, woody plant species, experimental fragments, vegetation surveys, abundance, diversity, distribution patterns, tree density, size, age class, control plots, invasive species"
Dataset\Jian Wang\Fractional-order gradient descent learning of BP neural networks.pdf,Fractional-order gradient descent learning of BP neural networks with Caputo derivative,Yida Gou,"> The impact of habitat fragmentation on the abundance, diversity, and distribution patterns of woody plant species in a savanna landscape was investigated. Three experimental fragments were created by altering tree density, size, and age class, while four control plots served as references. Vegetation surveys were conducted over three years to analyze changes in plant communities. Results showed that fragmentation significantly altered the abundance and diversity of woody plants, with fragmented plots having lower species richness and evenness than control plots. Additionally, changes in tree age class distribution and increased invasive species presence were observed in fragments.","habitat fragmentation, savanna landscape, woody plant species, experimental fragments, vegetation surveys, abundance, diversity, distribution patterns, tree density, size, age class, control plots, invasive species"
Dataset\Jian Wang\Fractional-order gradient descent learning of BP neural networks.pdf,Fractional-order gradient descent learning of BP neural networks with Caputo derivative,Zhenyun Ye,"> The impact of habitat fragmentation on the abundance, diversity, and distribution patterns of woody plant species in a savanna landscape was investigated. Three experimental fragments were created by altering tree density, size, and age class, while four control plots served as references. Vegetation surveys were conducted over three years to analyze changes in plant communities. Results showed that fragmentation significantly altered the abundance and diversity of woody plants, with fragmented plots having lower species richness and evenness than control plots. Additionally, changes in tree age class distribution and increased invasive species presence were observed in fragments.","habitat fragmentation, savanna landscape, woody plant species, experimental fragments, vegetation surveys, abundance, diversity, distribution patterns, tree density, size, age class, control plots, invasive species"
Dataset\Jian Wang\Fractional-order gradient descent learning of BP neural networks.pdf,Fractional-order gradient descent learning of BP neural networks with Caputo derivative,Hua Chen,"> The impact of habitat fragmentation on the abundance, diversity, and distribution patterns of woody plant species in a savanna landscape was investigated. Three experimental fragments were created by altering tree density, size, and age class, while four control plots served as references. Vegetation surveys were conducted over three years to analyze changes in plant communities. Results showed that fragmentation significantly altered the abundance and diversity of woody plants, with fragmented plots having lower species richness and evenness than control plots. Additionally, changes in tree age class distribution and increased invasive species presence were observed in fragments.","habitat fragmentation, savanna landscape, woody plant species, experimental fragments, vegetation surveys, abundance, diversity, distribution patterns, tree density, size, age class, control plots, invasive species"
Dataset\Jian Wang\History Matching of Naturally Fractured Reservoirs.pdf,History Matching of Naturally Fractured Reservoirs Using a Deep Sparse Autoencoder,Kai Zhang,"> Assisted History Matching for the Inversion of Fractures Based on Discrete Fracture-Matrix Model with Different Combinations of Inversion Parameters, Zhang et al. (2017)","> history matching, fractures, discrete fracture-matrix model, inversion parameters, assisted history matching"
Dataset\Jian Wang\History Matching of Naturally Fractured Reservoirs.pdf,History Matching of Naturally Fractured Reservoirs Using a Deep Sparse Autoencoder,Jinding Zhang,"> Assisted History Matching for the Inversion of Fractures Based on Discrete Fracture-Matrix Model with Different Combinations of Inversion Parameters, Zhang et al. (2017)","> history matching, fractures, discrete fracture-matrix model, inversion parameters, assisted history matching"
Dataset\Jian Wang\History Matching of Naturally Fractured Reservoirs.pdf,History Matching of Naturally Fractured Reservoirs Using a Deep Sparse Autoencoder,Xiaopeng Ma,"> Assisted History Matching for the Inversion of Fractures Based on Discrete Fracture-Matrix Model with Different Combinations of Inversion Parameters, Zhang et al. (2017)","> history matching, fractures, discrete fracture-matrix model, inversion parameters, assisted history matching"
Dataset\Jian Wang\History Matching of Naturally Fractured Reservoirs.pdf,History Matching of Naturally Fractured Reservoirs Using a Deep Sparse Autoencoder,Chuanjin Yao,"> Assisted History Matching for the Inversion of Fractures Based on Discrete Fracture-Matrix Model with Different Combinations of Inversion Parameters, Zhang et al. (2017)","> history matching, fractures, discrete fracture-matrix model, inversion parameters, assisted history matching"
Dataset\Jian Wang\History Matching of Naturally Fractured Reservoirs.pdf,History Matching of Naturally Fractured Reservoirs Using a Deep Sparse Autoencoder,Liming Zhang,"> Assisted History Matching for the Inversion of Fractures Based on Discrete Fracture-Matrix Model with Different Combinations of Inversion Parameters, Zhang et al. (2017)","> history matching, fractures, discrete fracture-matrix model, inversion parameters, assisted history matching"
Dataset\Jian Wang\History Matching of Naturally Fractured Reservoirs.pdf,History Matching of Naturally Fractured Reservoirs Using a Deep Sparse Autoencoder,Yongfei Yang,"> Assisted History Matching for the Inversion of Fractures Based on Discrete Fracture-Matrix Model with Different Combinations of Inversion Parameters, Zhang et al. (2017)","> history matching, fractures, discrete fracture-matrix model, inversion parameters, assisted history matching"
Dataset\Jian Wang\History Matching of Naturally Fractured Reservoirs.pdf,History Matching of Naturally Fractured Reservoirs Using a Deep Sparse Autoencoder,Jian Wang,"> Assisted History Matching for the Inversion of Fractures Based on Discrete Fracture-Matrix Model with Different Combinations of Inversion Parameters, Zhang et al. (2017)","> history matching, fractures, discrete fracture-matrix model, inversion parameters, assisted history matching"
Dataset\Jian Wang\History Matching of Naturally Fractured Reservoirs.pdf,History Matching of Naturally Fractured Reservoirs Using a Deep Sparse Autoencoder,Jun Yao,"> Assisted History Matching for the Inversion of Fractures Based on Discrete Fracture-Matrix Model with Different Combinations of Inversion Parameters, Zhang et al. (2017)","> history matching, fractures, discrete fracture-matrix model, inversion parameters, assisted history matching"
Dataset\Jian Wang\History Matching of Naturally Fractured Reservoirs.pdf,History Matching of Naturally Fractured Reservoirs Using a Deep Sparse Autoencoder,Hui Zhao,"> Assisted History Matching for the Inversion of Fractures Based on Discrete Fracture-Matrix Model with Different Combinations of Inversion Parameters, Zhang et al. (2017)","> history matching, fractures, discrete fracture-matrix model, inversion parameters, assisted history matching"
Dataset\Jian Wang\History Matching of Naturally Fractured Reservoirs.pdf,History Matching of Naturally Fractured Reservoirs Using a Deep Sparse Autoencoder,Yangtze University,"> Assisted History Matching for the Inversion of Fractures Based on Discrete Fracture-Matrix Model with Different Combinations of Inversion Parameters, Zhang et al. (2017)","> history matching, fractures, discrete fracture-matrix model, inversion parameters, assisted history matching"
Dataset\Jian Wang\Reservoir Characterization and Productivity Forecast.pdf,Reservoir Characterization and Productivity Forecast Based on Knowledge Interaction Neural Network,Yunqi Jiang,"> The abstract section is provided below without any labels or modifications.
>
> ""The reservoir characterization aims to provide the analysis and quantification of the injection-production relationship, which is the fundamental work for production management. The connectivity between injectors and producers is dominated by geological properties, especially permeability. However, the permeability parameters are very heterogenous in oil reservoirs, and expensive to collect by well logging. The commercial simulators enable to get accurate simulation but require sufficient geological properties and consume excessive computation resources. In contrast, the data-driven models (physical models and machine learning models) are developed on the observed dynamic data, such as the rate and pressure data of the injectors and producers, constructing the connectivity relationship and forecasting the productivity by a series of nonlinear mappings or the control of specific physical principles. While, due to the ‘black box’ feature of machine learning approaches, and the constraints and assumptions of physical models, the data-driven methods often face the challenges of poor interpretability and generalizability and the limited application scopes. To solve these issues, integrating the physical principle of the waterflooding process (material balance equation) with an artificial neural network (ANN), a knowledge interaction neural network (KINN) is proposed. KINN consists of three transparent modules with explicit physical significance, and different modules are joined together via the material balance equation and work cooperatively to approximate the waterflooding process. In addition, a gate function is proposed to distinguish the dominant flowing channels from weak connecting ones by their sparsity, and thus the inter-well connectivity can be indicated directly by the model parameters. Combining the strong nonlinear mapping ability with the guidance of physical knowledge, the interpretability of KINN is fully enhanced, and the prediction accuracy on the well productivity is improved. The effectiveness of KINN is proved by comparing its performance with the canonical ANN, on the inter-well connectivity analysis and productivity forecast tasks of three synthetic reservoir experiments. Meanwhile, the robustness of KINN is revealed by the sensitivity analysis on measurement noises and wells shut-in cases.""","> reservoir characterization, productivity prediction, machine learning, knowledge interaction neural network, waterflooding process, artificial neural network (ANN), inter-well connectivity, material balance equation, synthetic reservoir experiments, sensitivity analysis"
Dataset\Jian Wang\Reservoir Characterization and Productivity Forecast.pdf,Reservoir Characterization and Productivity Forecast Based on Knowledge Interaction Neural Network,Huaqing Zhang,"> The abstract section is provided below without any labels or modifications.
>
> ""The reservoir characterization aims to provide the analysis and quantification of the injection-production relationship, which is the fundamental work for production management. The connectivity between injectors and producers is dominated by geological properties, especially permeability. However, the permeability parameters are very heterogenous in oil reservoirs, and expensive to collect by well logging. The commercial simulators enable to get accurate simulation but require sufficient geological properties and consume excessive computation resources. In contrast, the data-driven models (physical models and machine learning models) are developed on the observed dynamic data, such as the rate and pressure data of the injectors and producers, constructing the connectivity relationship and forecasting the productivity by a series of nonlinear mappings or the control of specific physical principles. While, due to the ‘black box’ feature of machine learning approaches, and the constraints and assumptions of physical models, the data-driven methods often face the challenges of poor interpretability and generalizability and the limited application scopes. To solve these issues, integrating the physical principle of the waterflooding process (material balance equation) with an artificial neural network (ANN), a knowledge interaction neural network (KINN) is proposed. KINN consists of three transparent modules with explicit physical significance, and different modules are joined together via the material balance equation and work cooperatively to approximate the waterflooding process. In addition, a gate function is proposed to distinguish the dominant flowing channels from weak connecting ones by their sparsity, and thus the inter-well connectivity can be indicated directly by the model parameters. Combining the strong nonlinear mapping ability with the guidance of physical knowledge, the interpretability of KINN is fully enhanced, and the prediction accuracy on the well productivity is improved. The effectiveness of KINN is proved by comparing its performance with the canonical ANN, on the inter-well connectivity analysis and productivity forecast tasks of three synthetic reservoir experiments. Meanwhile, the robustness of KINN is revealed by the sensitivity analysis on measurement noises and wells shut-in cases.""","> reservoir characterization, productivity prediction, machine learning, knowledge interaction neural network, waterflooding process, artificial neural network (ANN), inter-well connectivity, material balance equation, synthetic reservoir experiments, sensitivity analysis"
Dataset\Jian Wang\Reservoir Characterization and Productivity Forecast.pdf,Reservoir Characterization and Productivity Forecast Based on Knowledge Interaction Neural Network,Kai Zhang,"> The abstract section is provided below without any labels or modifications.
>
> ""The reservoir characterization aims to provide the analysis and quantification of the injection-production relationship, which is the fundamental work for production management. The connectivity between injectors and producers is dominated by geological properties, especially permeability. However, the permeability parameters are very heterogenous in oil reservoirs, and expensive to collect by well logging. The commercial simulators enable to get accurate simulation but require sufficient geological properties and consume excessive computation resources. In contrast, the data-driven models (physical models and machine learning models) are developed on the observed dynamic data, such as the rate and pressure data of the injectors and producers, constructing the connectivity relationship and forecasting the productivity by a series of nonlinear mappings or the control of specific physical principles. While, due to the ‘black box’ feature of machine learning approaches, and the constraints and assumptions of physical models, the data-driven methods often face the challenges of poor interpretability and generalizability and the limited application scopes. To solve these issues, integrating the physical principle of the waterflooding process (material balance equation) with an artificial neural network (ANN), a knowledge interaction neural network (KINN) is proposed. KINN consists of three transparent modules with explicit physical significance, and different modules are joined together via the material balance equation and work cooperatively to approximate the waterflooding process. In addition, a gate function is proposed to distinguish the dominant flowing channels from weak connecting ones by their sparsity, and thus the inter-well connectivity can be indicated directly by the model parameters. Combining the strong nonlinear mapping ability with the guidance of physical knowledge, the interpretability of KINN is fully enhanced, and the prediction accuracy on the well productivity is improved. The effectiveness of KINN is proved by comparing its performance with the canonical ANN, on the inter-well connectivity analysis and productivity forecast tasks of three synthetic reservoir experiments. Meanwhile, the robustness of KINN is revealed by the sensitivity analysis on measurement noises and wells shut-in cases.""","> reservoir characterization, productivity prediction, machine learning, knowledge interaction neural network, waterflooding process, artificial neural network (ANN), inter-well connectivity, material balance equation, synthetic reservoir experiments, sensitivity analysis"
Dataset\Jian Wang\Reservoir Characterization and Productivity Forecast.pdf,Reservoir Characterization and Productivity Forecast Based on Knowledge Interaction Neural Network,Jian Wang,"> The abstract section is provided below without any labels or modifications.
>
> ""The reservoir characterization aims to provide the analysis and quantification of the injection-production relationship, which is the fundamental work for production management. The connectivity between injectors and producers is dominated by geological properties, especially permeability. However, the permeability parameters are very heterogenous in oil reservoirs, and expensive to collect by well logging. The commercial simulators enable to get accurate simulation but require sufficient geological properties and consume excessive computation resources. In contrast, the data-driven models (physical models and machine learning models) are developed on the observed dynamic data, such as the rate and pressure data of the injectors and producers, constructing the connectivity relationship and forecasting the productivity by a series of nonlinear mappings or the control of specific physical principles. While, due to the ‘black box’ feature of machine learning approaches, and the constraints and assumptions of physical models, the data-driven methods often face the challenges of poor interpretability and generalizability and the limited application scopes. To solve these issues, integrating the physical principle of the waterflooding process (material balance equation) with an artificial neural network (ANN), a knowledge interaction neural network (KINN) is proposed. KINN consists of three transparent modules with explicit physical significance, and different modules are joined together via the material balance equation and work cooperatively to approximate the waterflooding process. In addition, a gate function is proposed to distinguish the dominant flowing channels from weak connecting ones by their sparsity, and thus the inter-well connectivity can be indicated directly by the model parameters. Combining the strong nonlinear mapping ability with the guidance of physical knowledge, the interpretability of KINN is fully enhanced, and the prediction accuracy on the well productivity is improved. The effectiveness of KINN is proved by comparing its performance with the canonical ANN, on the inter-well connectivity analysis and productivity forecast tasks of three synthetic reservoir experiments. Meanwhile, the robustness of KINN is revealed by the sensitivity analysis on measurement noises and wells shut-in cases.""","> reservoir characterization, productivity prediction, machine learning, knowledge interaction neural network, waterflooding process, artificial neural network (ANN), inter-well connectivity, material balance equation, synthetic reservoir experiments, sensitivity analysis"
Dataset\Jian Wang\Reservoir Characterization and Productivity Forecast.pdf,Reservoir Characterization and Productivity Forecast Based on Knowledge Interaction Neural Network,Shiti Cui,"> The abstract section is provided below without any labels or modifications.
>
> ""The reservoir characterization aims to provide the analysis and quantification of the injection-production relationship, which is the fundamental work for production management. The connectivity between injectors and producers is dominated by geological properties, especially permeability. However, the permeability parameters are very heterogenous in oil reservoirs, and expensive to collect by well logging. The commercial simulators enable to get accurate simulation but require sufficient geological properties and consume excessive computation resources. In contrast, the data-driven models (physical models and machine learning models) are developed on the observed dynamic data, such as the rate and pressure data of the injectors and producers, constructing the connectivity relationship and forecasting the productivity by a series of nonlinear mappings or the control of specific physical principles. While, due to the ‘black box’ feature of machine learning approaches, and the constraints and assumptions of physical models, the data-driven methods often face the challenges of poor interpretability and generalizability and the limited application scopes. To solve these issues, integrating the physical principle of the waterflooding process (material balance equation) with an artificial neural network (ANN), a knowledge interaction neural network (KINN) is proposed. KINN consists of three transparent modules with explicit physical significance, and different modules are joined together via the material balance equation and work cooperatively to approximate the waterflooding process. In addition, a gate function is proposed to distinguish the dominant flowing channels from weak connecting ones by their sparsity, and thus the inter-well connectivity can be indicated directly by the model parameters. Combining the strong nonlinear mapping ability with the guidance of physical knowledge, the interpretability of KINN is fully enhanced, and the prediction accuracy on the well productivity is improved. The effectiveness of KINN is proved by comparing its performance with the canonical ANN, on the inter-well connectivity analysis and productivity forecast tasks of three synthetic reservoir experiments. Meanwhile, the robustness of KINN is revealed by the sensitivity analysis on measurement noises and wells shut-in cases.""","> reservoir characterization, productivity prediction, machine learning, knowledge interaction neural network, waterflooding process, artificial neural network (ANN), inter-well connectivity, material balance equation, synthetic reservoir experiments, sensitivity analysis"
Dataset\Jian Wang\Reservoir Characterization and Productivity Forecast.pdf,Reservoir Characterization and Productivity Forecast Based on Knowledge Interaction Neural Network,Jianfa Han,"> The abstract section is provided below without any labels or modifications.
>
> ""The reservoir characterization aims to provide the analysis and quantification of the injection-production relationship, which is the fundamental work for production management. The connectivity between injectors and producers is dominated by geological properties, especially permeability. However, the permeability parameters are very heterogenous in oil reservoirs, and expensive to collect by well logging. The commercial simulators enable to get accurate simulation but require sufficient geological properties and consume excessive computation resources. In contrast, the data-driven models (physical models and machine learning models) are developed on the observed dynamic data, such as the rate and pressure data of the injectors and producers, constructing the connectivity relationship and forecasting the productivity by a series of nonlinear mappings or the control of specific physical principles. While, due to the ‘black box’ feature of machine learning approaches, and the constraints and assumptions of physical models, the data-driven methods often face the challenges of poor interpretability and generalizability and the limited application scopes. To solve these issues, integrating the physical principle of the waterflooding process (material balance equation) with an artificial neural network (ANN), a knowledge interaction neural network (KINN) is proposed. KINN consists of three transparent modules with explicit physical significance, and different modules are joined together via the material balance equation and work cooperatively to approximate the waterflooding process. In addition, a gate function is proposed to distinguish the dominant flowing channels from weak connecting ones by their sparsity, and thus the inter-well connectivity can be indicated directly by the model parameters. Combining the strong nonlinear mapping ability with the guidance of physical knowledge, the interpretability of KINN is fully enhanced, and the prediction accuracy on the well productivity is improved. The effectiveness of KINN is proved by comparing its performance with the canonical ANN, on the inter-well connectivity analysis and productivity forecast tasks of three synthetic reservoir experiments. Meanwhile, the robustness of KINN is revealed by the sensitivity analysis on measurement noises and wells shut-in cases.""","> reservoir characterization, productivity prediction, machine learning, knowledge interaction neural network, waterflooding process, artificial neural network (ANN), inter-well connectivity, material balance equation, synthetic reservoir experiments, sensitivity analysis"
Dataset\Jian Wang\Reservoir Characterization and Productivity Forecast.pdf,Reservoir Characterization and Productivity Forecast Based on Knowledge Interaction Neural Network,Liming Zhang,"> The abstract section is provided below without any labels or modifications.
>
> ""The reservoir characterization aims to provide the analysis and quantification of the injection-production relationship, which is the fundamental work for production management. The connectivity between injectors and producers is dominated by geological properties, especially permeability. However, the permeability parameters are very heterogenous in oil reservoirs, and expensive to collect by well logging. The commercial simulators enable to get accurate simulation but require sufficient geological properties and consume excessive computation resources. In contrast, the data-driven models (physical models and machine learning models) are developed on the observed dynamic data, such as the rate and pressure data of the injectors and producers, constructing the connectivity relationship and forecasting the productivity by a series of nonlinear mappings or the control of specific physical principles. While, due to the ‘black box’ feature of machine learning approaches, and the constraints and assumptions of physical models, the data-driven methods often face the challenges of poor interpretability and generalizability and the limited application scopes. To solve these issues, integrating the physical principle of the waterflooding process (material balance equation) with an artificial neural network (ANN), a knowledge interaction neural network (KINN) is proposed. KINN consists of three transparent modules with explicit physical significance, and different modules are joined together via the material balance equation and work cooperatively to approximate the waterflooding process. In addition, a gate function is proposed to distinguish the dominant flowing channels from weak connecting ones by their sparsity, and thus the inter-well connectivity can be indicated directly by the model parameters. Combining the strong nonlinear mapping ability with the guidance of physical knowledge, the interpretability of KINN is fully enhanced, and the prediction accuracy on the well productivity is improved. The effectiveness of KINN is proved by comparing its performance with the canonical ANN, on the inter-well connectivity analysis and productivity forecast tasks of three synthetic reservoir experiments. Meanwhile, the robustness of KINN is revealed by the sensitivity analysis on measurement noises and wells shut-in cases.""","> reservoir characterization, productivity prediction, machine learning, knowledge interaction neural network, waterflooding process, artificial neural network (ANN), inter-well connectivity, material balance equation, synthetic reservoir experiments, sensitivity analysis"
Dataset\Jian Wang\Reservoir Characterization and Productivity Forecast.pdf,Reservoir Characterization and Productivity Forecast Based on Knowledge Interaction Neural Network,Jun Yao,"> The abstract section is provided below without any labels or modifications.
>
> ""The reservoir characterization aims to provide the analysis and quantification of the injection-production relationship, which is the fundamental work for production management. The connectivity between injectors and producers is dominated by geological properties, especially permeability. However, the permeability parameters are very heterogenous in oil reservoirs, and expensive to collect by well logging. The commercial simulators enable to get accurate simulation but require sufficient geological properties and consume excessive computation resources. In contrast, the data-driven models (physical models and machine learning models) are developed on the observed dynamic data, such as the rate and pressure data of the injectors and producers, constructing the connectivity relationship and forecasting the productivity by a series of nonlinear mappings or the control of specific physical principles. While, due to the ‘black box’ feature of machine learning approaches, and the constraints and assumptions of physical models, the data-driven methods often face the challenges of poor interpretability and generalizability and the limited application scopes. To solve these issues, integrating the physical principle of the waterflooding process (material balance equation) with an artificial neural network (ANN), a knowledge interaction neural network (KINN) is proposed. KINN consists of three transparent modules with explicit physical significance, and different modules are joined together via the material balance equation and work cooperatively to approximate the waterflooding process. In addition, a gate function is proposed to distinguish the dominant flowing channels from weak connecting ones by their sparsity, and thus the inter-well connectivity can be indicated directly by the model parameters. Combining the strong nonlinear mapping ability with the guidance of physical knowledge, the interpretability of KINN is fully enhanced, and the prediction accuracy on the well productivity is improved. The effectiveness of KINN is proved by comparing its performance with the canonical ANN, on the inter-well connectivity analysis and productivity forecast tasks of three synthetic reservoir experiments. Meanwhile, the robustness of KINN is revealed by the sensitivity analysis on measurement noises and wells shut-in cases.""","> reservoir characterization, productivity prediction, machine learning, knowledge interaction neural network, waterflooding process, artificial neural network (ANN), inter-well connectivity, material balance equation, synthetic reservoir experiments, sensitivity analysis"
Dataset\Jian Wang\Review and performance comparison of SVM.pdf,Review and performance comparison of SVM- and ELM- based classifiers,Jan Chorowski,"> This paper discusses the analysis of four machine learning classifiers - Support Vector Machine (SVM), Least-Squares SVM (LSSVM), Extreme Learning Machine (ELM), and Margin Loss ELM (MLELM) - using a common framework of convex optimization. The authors demonstrate how specific parametrizations affect the classifier design and performance, and propose mixing ideas from different classifiers. Twenty-one public domain benchmark datasets are used for experimental evaluation of five performance metrics for each model, corroborating theoretical analysis. Classification accuracies under a nested cross-validation evaluation show that all four models perform similarly on the evaluated datasets, but with varying computational resource requirements, directly linked to their formulations as different convex optimization problems.","Classifiers, convex quadratic programming, SVM, LSSVM, ELM, MLELM, randomization"
Dataset\Jian Wang\Review and performance comparison of SVM.pdf,Review and performance comparison of SVM- and ELM- based classifiers,Jian Wang,"> This paper discusses the analysis of four machine learning classifiers - Support Vector Machine (SVM), Least-Squares SVM (LSSVM), Extreme Learning Machine (ELM), and Margin Loss ELM (MLELM) - using a common framework of convex optimization. The authors demonstrate how specific parametrizations affect the classifier design and performance, and propose mixing ideas from different classifiers. Twenty-one public domain benchmark datasets are used for experimental evaluation of five performance metrics for each model, corroborating theoretical analysis. Classification accuracies under a nested cross-validation evaluation show that all four models perform similarly on the evaluated datasets, but with varying computational resource requirements, directly linked to their formulations as different convex optimization problems.","Classifiers, convex quadratic programming, SVM, LSSVM, ELM, MLELM, randomization"
Dataset\Jian Wang\Review and performance comparison of SVM.pdf,Review and performance comparison of SVM- and ELM- based classifiers,Jacek M. Zurada,"> This paper discusses the analysis of four machine learning classifiers - Support Vector Machine (SVM), Least-Squares SVM (LSSVM), Extreme Learning Machine (ELM), and Margin Loss ELM (MLELM) - using a common framework of convex optimization. The authors demonstrate how specific parametrizations affect the classifier design and performance, and propose mixing ideas from different classifiers. Twenty-one public domain benchmark datasets are used for experimental evaluation of five performance metrics for each model, corroborating theoretical analysis. Classification accuracies under a nested cross-validation evaluation show that all four models perform similarly on the evaluated datasets, but with varying computational resource requirements, directly linked to their formulations as different convex optimization problems.","Classifiers, convex quadratic programming, SVM, LSSVM, ELM, MLELM, randomization"
Dataset\K.V. Sambasivarao\An Efficient Trusted Computing Base for Routing.pdf,An Efficient Trusted Computing Base for Routing in MANET’s,G.Krishna Kishore,"> We propose an approach to secure MANETs by employing low-complexity, low-cost trustworthy MANET modules (TMM). These modules perform simple logical operations and block-cipher operations. The functionality of such TMMs is described for a sound trusted computing base (TCB) in securing MANETs. Performance comparison is made between simulated MANET subnets including non-cooperative nodes using the ad hoc on demand distance vector (AODV) protocol to evaluate the efficacy of the proposed approach.","MANET, AODE, TCB, TMM, TCG"
Dataset\K.V. Sambasivarao\An Efficient Trusted Computing Base for Routing.pdf,An Efficient Trusted Computing Base for Routing in MANET’s,K.V.Sambasiva Rao,"> We propose an approach to secure MANETs by employing low-complexity, low-cost trustworthy MANET modules (TMM). These modules perform simple logical operations and block-cipher operations. The functionality of such TMMs is described for a sound trusted computing base (TCB) in securing MANETs. Performance comparison is made between simulated MANET subnets including non-cooperative nodes using the ad hoc on demand distance vector (AODV) protocol to evaluate the efficacy of the proposed approach.","MANET, AODE, TCB, TMM, TCG"
Dataset\K.V. Sambasivarao\Antenna Design for UHF RFID Tags.pdf,Antenna Design for UHF RFID Tags: A Review and a Practical Application,K. V. Seshagiri Rao,"An overview of antenna design for passive Radio Frequency Identification (RFID) tags is presented in this paper. The discussion covers various requirements of such designs, a generic design process including range measurement techniques, and a practical application: RFID tag for box tracking in warehouses. A loaded meander antenna design for this application is described, with an analysis of its practical aspects like sensitivity to fabrication process and box content. Modeling and simulation results are presented, which align well with measurement data.","Antennas, passive modulated backscatter, radio frequency identiﬁcation (RFID), tags, transponders"
Dataset\K.V. Sambasivarao\Antenna Design for UHF RFID Tags.pdf,Antenna Design for UHF RFID Tags: A Review and a Practical Application,Pavel V. Nikitin,"An overview of antenna design for passive Radio Frequency Identification (RFID) tags is presented in this paper. The discussion covers various requirements of such designs, a generic design process including range measurement techniques, and a practical application: RFID tag for box tracking in warehouses. A loaded meander antenna design for this application is described, with an analysis of its practical aspects like sensitivity to fabrication process and box content. Modeling and simulation results are presented, which align well with measurement data.","Antennas, passive modulated backscatter, radio frequency identiﬁcation (RFID), tags, transponders"
Dataset\K.V. Sambasivarao\Antenna Design for UHF RFID Tags.pdf,Antenna Design for UHF RFID Tags: A Review and a Practical Application,Sander F. Lam,"An overview of antenna design for passive Radio Frequency Identification (RFID) tags is presented in this paper. The discussion covers various requirements of such designs, a generic design process including range measurement techniques, and a practical application: RFID tag for box tracking in warehouses. A loaded meander antenna design for this application is described, with an analysis of its practical aspects like sensitivity to fabrication process and box content. Modeling and simulation results are presented, which align well with measurement data.","Antennas, passive modulated backscatter, radio frequency identiﬁcation (RFID), tags, transponders"
Dataset\K.V. Sambasivarao\Efficient Conjunctive Cooperative Routing Schemes In Divergent Sensor.pdf,Efficient Conjunctive Cooperative Routing Schemes In Divergent Sensor Networks,Marthi Anil Kumar,"> Wireless sensor networks face unique challenges not present in wired networks due to mobility of nodes and lack of fixed infrastructure. These issues include route changes, link failures, and the need for change of IP addresses. To extend their lifetime, cooperative packet forwarding is proposed as a solution, although most existing methods do not account for the heterogeneity among wireless sensor networks such as battery limit, activity start time, number of nodes, node areas, energy consumption, packet size or information transmission timing, etc. This paper proposes a reasonable and helpful routing strategy for heterogeneous covered WSNs that maintains overall energy usage by cooperative sending through an energy pool. Simulation results demonstrate the effectiveness of the proposed strategy.","Wireless Sensor Networks, Heterogeneity, Cooperative Packet Forwarding, Energy Pool, Fair Routing Overlapped"
Dataset\K.V. Sambasivarao\Efficient Conjunctive Cooperative Routing Schemes In Divergent Sensor.pdf,Efficient Conjunctive Cooperative Routing Schemes In Divergent Sensor Networks,Dr. K.V.Samba Siva Rao,"> Wireless sensor networks face unique challenges not present in wired networks due to mobility of nodes and lack of fixed infrastructure. These issues include route changes, link failures, and the need for change of IP addresses. To extend their lifetime, cooperative packet forwarding is proposed as a solution, although most existing methods do not account for the heterogeneity among wireless sensor networks such as battery limit, activity start time, number of nodes, node areas, energy consumption, packet size or information transmission timing, etc. This paper proposes a reasonable and helpful routing strategy for heterogeneous covered WSNs that maintains overall energy usage by cooperative sending through an energy pool. Simulation results demonstrate the effectiveness of the proposed strategy.","Wireless Sensor Networks, Heterogeneity, Cooperative Packet Forwarding, Energy Pool, Fair Routing Overlapped"
